collection_code,event_id,catalog_number,occurrence_id,scientific_name,identification_qualifier,individual_count,class,feeding_type,life_mode,habitat
GG,GG_GG09R2,660,CIM-UH_GG_660,Crassinella dupliniana,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,661,CIM-UH_GG_661,Crassinella lunulata,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,662,CIM-UH_GG_662,Ctena imbricatula,,1,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG09R2,663,CIM-UH_GG_663,Cyclostremiscus cubanus,,1,Gastropoda,Deposit feeder,Benthic,seagrass
GG,GG_GG09R2,664,CIM-UH_GG_664,Dentimargo, sp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R2,665,CIM-UH_GG_665,Diodora viridula,,1,Gastropoda,Herbivores/Carnivores,Benthic,seagrass
GG,GG_GG09R2,666,CIM-UH_GG_666,Eatonina maickeli,,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,667,CIM-UH_GG_667,Eulima bilineata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R2,668,CIM-UH_GG_668,Eulithidium adamsi,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,669,CIM-UH_GG_669,Eulithidium thalassicola,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,670,CIM-UH_GG_670,Gibberula ,spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R2,671,CIM-UH_GG_671,Gouldia cerina,,22,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,672,CIM-UH_GG_672,Granulina antillensis,,6,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R2,673,CIM-UH_GG_673,Haminoea antillarum,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,674,CIM-UH_GG_674,Haminoea elegans,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,675,CIM-UH_GG_675,Japonactaeon punctostriatus,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R2,676,CIM-UH_GG_676,Lamarcka imbricata,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,677,CIM-UH_GG_677,Lindapecten muscosus,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,678,CIM-UH_GG_678,Lithopoma phoebium,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,679,CIM-UH_GG_679,Meioceras nitidum,,11,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,680,CIM-UH_GG_680,Merisca ,sp.,1,Bivalvia,Deposit feeder,Benthic,seagrass
GG,GG_GG09R2,681,CIM-UH_GG_681,Montfortia emarginata,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,682,CIM-UH_GG_682,Musculus lateralis,,5,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,683,CIM-UH_GG_683,Parvilucina ,spp.,121,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG09R2,684,CIM-UH_GG_684,Periglypta listeri,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,685,CIM-UH_GG_685,Phosinella redferni,,13,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,686,CIM-UH_GG_686,Phrontis antillarum,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R2,687,CIM-UH_GG_687,Pitar, sp.,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,688,CIM-UH_GG_688,Prunum ,sp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R2,689,CIM-UH_GG_689,Pseudostomatella erythrocoma,,6,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,690,CIM-UH_GG_690,Schwartziella fischeri,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,691,CIM-UH_GG_691,Trochomodulus carchedonius,,10,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,692,CIM-UH_GG_692,Turbo castanea,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,693,CIM-UH_GG_693,Vermicularia spirata,,3,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,694,CIM-UH_GG_694,Volvarina albolineata,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,695,CIM-UH_GG_695,Agathistoma fasciatum,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,696,CIM-UH_GG_696,Alvania auberiana,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,697,CIM-UH_GG_697,Americardia guppyi,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R1,698,CIM-UH_GG_698,Antalis cerata,,1,Scaphopoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,699,CIM-UH_GG_699,Antillipecten antillarum,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R1,700,CIM-UH_GG_700,Bulla occidentalis,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,701,CIM-UH_GG_701,Caecum plicatum,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,702,CIM-UH_GG_702,Calliostoma javanicum,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,703,CIM-UH_GG_703,Cerithiopsis movilla,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,704,CIM-UH_GG_704,Cerithiopsis, spp.,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,705,CIM-UH_GG_705,Cerithium eburneum,,12,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG14R1,706,CIM-UH_GG_706,Crassispira ,spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,707,CIM-UH_GG_707,Ctena, spp.,2,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG14R1,708,CIM-UH_GG_708,Dentalium ,sp.,1,Scaphopoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,709,CIM-UH_GG_709,Dentimargo, sp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,710,CIM-UH_GG_710,Eulimastoma ,sp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,711,CIM-UH_GG_711,Eulithidium affine,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,712,CIM-UH_GG_712,Eulithidium bellum,,18,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,713,CIM-UH_GG_713,Eulithidium, sp.,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,714,CIM-UH_GG_714,Eulithidium thalassicola,,8,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,715,CIM-UH_GG_715,Finella adamsi,,1,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG14R1,716,CIM-UH_GG_716,Finella dubia,,6,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG14R1,717,CIM-UH_GG_717,Gibberula fluctuata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,718,CIM-UH_GG_718,Gouldia cerina,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R1,719,CIM-UH_GG_719,Laevicardium serratum,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R1,720,CIM-UH_GG_720,Meioceras nitidum,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,721,CIM-UH_GG_721,Mitromica foveata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,722,CIM-UH_GG_722,Nassarius ,spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,723,CIM-UH_GG_723,Odostomia laevigata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,724,CIM-UH_GG_724,Parvilucina ,spp.,1,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG14R1,725,CIM-UH_GG_725,Phosinella redferni,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,726,CIM-UH_GG_726,Pitar fulminatus,,3,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R1,727,CIM-UH_GG_727,Pseudostomatella erythrocoma,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,728,CIM-UH_GG_728,Rissoina dyscrita,,6,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,729,CIM-UH_GG_729,Rissoina krebsii,,9,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,730,CIM-UH_GG_730,Seila adamsii,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,731,CIM-UH_GG_731,Smaragdia viridis,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,732,CIM-UH_GG_732,Suturoglypta ,spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,733,CIM-UH_GG_733,Trochomodulus carchedonius,,9,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,734,CIM-UH_GG_734,Turbo cailletii,,4,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R1,735,CIM-UH_GG_735,Turbonilla ,spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R1,736,CIM-UH_GG_736,Vermicularia spirata,,44,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG14R1,737,CIM-UH_GG_737,Zebina browniana,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,738,CIM-UH_GG_738,Acteocina candei,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,739,CIM-UH_GG_739,Acteocina ,spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,740,CIM-UH_GG_740,Agathistoma fasciatum,,6,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,741,CIM-UH_GG_741,Americardia guppyi,,6,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,742,CIM-UH_GG_742,Amphithalamus vallei,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,743,CIM-UH_GG_743,Antalis antillarum,,2,Scaphopoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,744,CIM-UH_GG_744,Atys, spp.,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,745,CIM-UH_GG_745,Caecum plicatum,,4,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,746,CIM-UH_GG_746,Carditopsis smithii,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,747,CIM-UH_GG_747,Cerithiopsis singularis,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,748,CIM-UH_GG_748,Cerithiopsis, spp.,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,749,CIM-UH_GG_749,Cerithium eburneum,,20,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG14R2,750,CIM-UH_GG_750,Cerithium litteratum,,3,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG14R2,751,CIM-UH_GG_751,Chione cancellata,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,752,CIM-UH_GG_752,Clathrolucina costata,,4,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG14R2,753,CIM-UH_GG_753,Crassinella lunulata,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,754,CIM-UH_GG_754,Crenella decussata,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,755,CIM-UH_GG_755,Dentalium ,sp.,1,Scaphopoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,756,CIM-UH_GG_756,Dentimargo claroi,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,757,CIM-UH_GG_757,Ervilia nitens,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,758,CIM-UH_GG_758,Eulima ,sp.,3,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,759,CIM-UH_GG_759,Eulithidium bellum,,25,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,760,CIM-UH_GG_760,Eulithidium, sp.,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,761,CIM-UH_GG_761,Eulithidium thalassicola,,18,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,762,CIM-UH_GG_762,Falsuszafrona pulchella,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,763,CIM-UH_GG_763,Finella adamsi,,2,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG14R2,764,CIM-UH_GG_764,Finella dubia,,5,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG14R2,765,CIM-UH_GG_765,Gibberula ,spp.,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,766,CIM-UH_GG_766,Glycymeris decussata,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,767,CIM-UH_GG_767,Gouldia cerina,,5,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,768,CIM-UH_GG_768,Lindapecten muscosus,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,769,CIM-UH_GG_769,Marginellopsis serrei,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,770,CIM-UH_GG_770,Marshallora modesta,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,771,CIM-UH_GG_771,Nassarius ,spp.,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,772,CIM-UH_GG_772,Odostomia laevigata,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,773,CIM-UH_GG_773,Parvilucina ,spp.,8,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG14R2,774,CIM-UH_GG_774,Parviturbo weberi,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,775,CIM-UH_GG_775,Phosinella redferni,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,776,CIM-UH_GG_776,Pitar fulminatus,,3,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,777,CIM-UH_GG_777,Pseudostomatella erythrocoma,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,778,CIM-UH_GG_778,Rissoina dyscrita,,4,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,779,CIM-UH_GG_779,Scissula similis,,2,Bivalvia,Deposit feeder,Benthic,seagrass
GG,GG_GG14R2,780,CIM-UH_GG_780,Seila adamsii,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,781,CIM-UH_GG_781,Steironepion moniliferum,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,782,CIM-UH_GG_782,Suturoglypta ,spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,783,CIM-UH_GG_783,Trochomodulus carchedonius,,7,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,784,CIM-UH_GG_784,Tucetona subtilis,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,785,CIM-UH_GG_785,Turbo cailletii,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG14R2,786,CIM-UH_GG_786,Turbonilla ,spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG14R2,787,CIM-UH_GG_787,Vermicularia spirata,,44,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG14R2,788,CIM-UH_GG_788,Zebina browniana,,2,Gastropoda,Herbivores,Benthic,seagrass
GB,GB_GB09R1,789,CIM-UH_GB_789,Acteocina candei,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,790,CIM-UH_GB_790,Acteocina lepta,,6,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,791,CIM-UH_GB_791,Agathistoma fasciatum,,11,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,792,CIM-UH_GB_792,Agathotoma candidissima,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,793,CIM-UH_GB_793,Agathotoma ecthymata,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,794,CIM-UH_GB_794,Agathotoma kirshi,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,795,CIM-UH_GB_795,Ailinzebina elegantissima,,20,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,796,CIM-UH_GB_796,Alaba incerta,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,797,CIM-UH_GB_797,Alvania auberiana,,39,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,798,CIM-UH_GB_798,Alvania debruynei,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,799,CIM-UH_GB_799,Alvania turkensis,,7,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,800,CIM-UH_GB_800,Americardia guppyi,,3,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,801,CIM-UH_GB_801,Americardia media,,8,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,802,CIM-UH_GB_802,Antalis antillarum,,18,Scaphopoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,803,CIM-UH_GB_803,Antillipecten antillarum,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,804,CIM-UH_GB_804,Arcopsis adamsi,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,805,CIM-UH_GB_805,Astyris ,sp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,806,CIM-UH_GB_806,Atlanta peronii,,2,Gastropoda,Carnivores,Pelagic,coral reef
GB,GB_GB09R1,807,CIM-UH_GB_807,Atys caribaeus,,18,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,808,CIM-UH_GB_808,Barbatia domingensis,,24,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,809,CIM-UH_GB_809,Barleeia ,spp.,7,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,810,CIM-UH_GB_810,Brachidontes exustus,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,811,CIM-UH_GB_811,Bulla occidentalis,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,812,CIM-UH_GB_812,Caecum antillarum,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,813,CIM-UH_GB_813,Caecum circumvolutum,,8,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,814,CIM-UH_GB_814,Caecum floridanum,,10,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,815,CIM-UH_GB_815,Caecum imbricatum,,16,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,816,CIM-UH_GB_816,Caecum regulare,,32,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,817,CIM-UH_GB_817,Calliostoma barbouri,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,818,CIM-UH_GB_818,Calliostoma pulchrum,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,819,CIM-UH_GB_819,Carditopsis smithii,,4,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,820,CIM-UH_GB_820,Caribachlamys ornata,,2,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,821,CIM-UH_GB_821,Cerithiopsis academicorum,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,822,CIM-UH_GB_822,Cerithiopsis albovittata,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,823,CIM-UH_GB_823,Cerithiopsis ,cf. iontha,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,824,CIM-UH_GB_824,Cerithiopsis flava,,11,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,825,CIM-UH_GB_825,Cerithiopsis gemmulosa,,3,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,826,CIM-UH_GB_826,Cerithiopsis io,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,827,CIM-UH_GB_827,Cerithiopsis lata,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,828,CIM-UH_GB_828,Cerithium eburneum,,8,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GB,GB_GB09R1,829,CIM-UH_GB_829,Cerithium litteratum,,17,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GB,GB_GB09R1,830,CIM-UH_GB_830,Clathrolucina costata,,4,Bivalvia,Chemosymbiont,Benthic,coral reef
GB,GB_GB09R1,831,CIM-UH_GB_831,Columbella mercatoria,,4,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,832,CIM-UH_GB_832,Compressidens wellsiana,,1,Scaphopoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,833,CIM-UH_GB_833,Coralliophila salebrosa,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,834,CIM-UH_GB_834,Coriophora novem,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,835,CIM-UH_GB_835,Crassinella lunulata,,4,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,836,CIM-UH_GB_836,Crassispira flavocincta,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,837,CIM-UH_GB_837,Ctena, spp.,4,Bivalvia,Chemosymbiont,Benthic,coral reef
GB,GB_GB09R1,838,CIM-UH_GB_838,Cubalaskeya nivea,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,839,CIM-UH_GB_839,Cyclostremella ,sp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,840,CIM-UH_GB_840,Diacavolinia deblainvillei,,12,Gastropoda,Suspension feeder,Pelagic,coral reef
GB,GB_GB09R1,841,CIM-UH_GB_841,Eoacmaea pustulata,,15,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,842,CIM-UH_GB_842,Ervilia nitens,,7,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,843,CIM-UH_GB_843,Eulimostraca armonica,,3,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,844,CIM-UH_GB_844,Eulimostraca encalada,,3,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,845,CIM-UH_GB_845,Eulithidium bellum,,16,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,846,CIM-UH_GB_846,Eulithidium, sp.,78,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,847,CIM-UH_GB_847,Eutriphora bermudensis,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,848,CIM-UH_GB_848,Falsuszafrona idalina,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,849,CIM-UH_GB_849,Falsuszafrona pulchella,,3,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,850,CIM-UH_GB_850,Finella adamsi,,4,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GB,GB_GB09R1,851,CIM-UH_GB_851,Finella dubia,,1,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GB,GB_GB09R1,852,CIM-UH_GB_852,Gadila dominguensis,,2,Scaphopoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,853,CIM-UH_GB_853,Gibberula ,spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,854,CIM-UH_GB_854,Granulina antillensis,,6,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,855,CIM-UH_GB_855,Haminoea elegans,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,856,CIM-UH_GB_856,Heliconoides inflatus,,1,Gastropoda,Suspension feeder,Pelagic,coral reef
GB,GB_GB09R1,857,CIM-UH_GB_857,Hemiliostraca auricincta,,15,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,858,CIM-UH_GB_858,Hemimarginula pumila,,3,Gastropoda,Herbivores/Carnivores,Benthic,coral reef
GB,GB_GB09R1,859,CIM-UH_GB_859,Hyalina ,sp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,860,CIM-UH_GB_860,Inbiocystiscus triplicatus,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,861,CIM-UH_GB_861,Intelcystiscus, sp.,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,862,CIM-UH_GB_862,Ithycythara lanceolata,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,863,CIM-UH_GB_863,Laevicardium serratum,,10,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,864,CIM-UH_GB_864,Lima caribaea,,2,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,865,CIM-UH_GB_865,Lioberus castanea,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,866,CIM-UH_GB_866,Marshallora ostenta,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,867,CIM-UH_GB_867,Mathilda scitula,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,868,CIM-UH_GB_868,Meioceras cornucopiae,,3,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,869,CIM-UH_GB_869,Meioceras nitidum,,12,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,870,CIM-UH_GB_870,Merisca ,sp.,9,Bivalvia,Deposit feeder,Benthic,coral reef
GB,GB_GB09R1,871,CIM-UH_GB_871,Metaxia excelsa,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,872,CIM-UH_GB_872,Microvoluta blakeana,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,873,CIM-UH_GB_873,Mirarissoina bermudezi,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,874,CIM-UH_GB_874,Mitrella nycteis,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,875,CIM-UH_GB_875,Monophorus olivaceus,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,876,CIM-UH_GB_876,Murchisonella spectrum,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,877,CIM-UH_GB_877,Nassarius ,spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,878,CIM-UH_GB_878,Neotiara nodulosa,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,879,CIM-UH_GB_879,Nototriphora decorata,,1,Gastropoda,Carnivores,Benthic,coral reef
